page,year,case_name,jurisdiction,fidic_books,summary,link_label,link
39,2010,ICC Partial Award in Case No. 15956,City in Eastern Europe,1999 Red,"Partial Award from arbitral tribunal dealing with (1) the jurisdiction of the arbitral tribunal and (2) whether the DAB's decisions are valid and binding. In relation to (1) the tribunal found that the Employer was entitled to submit certain claims directly to arbitration without first notifying such claims or following the pre-arbitral procedures in the contract (including the DAB) because such claims related to the extra cost of completing works following a termination and the DAB had already considered and ruled on the appropriateness of such termination. Accordingly the tribunal found that it had jurisdiction in respect of such claims. In relation to (2) the tribunal noted that the parties did not enter into the DAB agreement within 42 days after the commencement date as provided for in clause 20.2. Respondent sought Claimant's agreement to the appointment of a DAB but Claimant never answered this request. Respondent ultimately applied to the president of FIDIC for such appointment, pursuant to clause 20.3, and the sole DAB member that was appointed proceeded to issue two decisions. Claimant argued that these decisions were not binding because the DAB was improperly appointed. The parties did not agree on the interpretation of the DAB-related provisions in the contract (the general conditions had been amended by particular conditions). The tribunal considered the contractual provisions and the facts and found that the appointment of the DAB was validly made. The tribunal further found that decisions of the DAB should be complied with by the parties, subject to the tribunal retaining the power to 'open up, review and revise' such decisions as per clause 20.6. As a result, the tribunal ordered Claimant to comply with the DAB decisions, reserving the merits of the case.",Link*,https://jusmundi.com/en/document/publication/en-partial-award-in-case-15956-extract
39,2010,National Highways Authority of India v Unitech-NCC Joint Venture (30 August 2010),"High Court of Delhi, India",Not specified,The High Court of Delhi dismissed the appeal of National Highways Authority of India v Unitech-NCC Joint Venture (8 March 2010) on the same terms as the appealed judgement. Note: Go to 8 March 2010 judgement above for more details.,Link,http://indiankanoon.org/doc/57689148/
39,2010,Francistown City Council v Vlug and Another,The High Court of Botswana,1987 Red 4th ed,The Court considered an application to set aside an arbitrator’s decision on the basis that he dealt with matters not submitted to him and went beyond the parameters of the parties submission in making his decision. The material contract was subject to the Red Book FIDIC 4th edition (1987).,Link,http://www.saflii.org/cgi-bin/disp.pl?file=bw/cases/BWHC/2010/364.html&query=FIDIC
39,2010,ICCJ Decision No. 3639/2010,Romania High court of Cassation and Justice,1999 Yellow,"Following a court order requiring a revision of the tender awarding criteria and the technical and financial proposals, the Respondent invited bidders to submit new tenders for works which overlapped with works under the first tender. It was assumed that the second public procurement was organised to circumvent the consequences of the judgement. Following an action by the claimant, the court compared the provisions and extent of obligations under both contracts, one being based on the FIDIC Yellow Book. The court decided that the duties are almost identical to the obligations under the FIDIC Yellow Book. It was also found that organisation of the second tender was likely to harm the legitimate interests of the claimant for services already in proceedings for which the claimant had a real chance of winning. Therefore, the claimant's appeal to annul an award for cancellation of the tender procedure was rejected",Link,http://legeaz.net/spete-contencios-inalta-curte-iccj-2010/decizia-3639-2010
39,2010,ICC Final Award in Case 15789,An Eastern European Capital,1987 Red 4th ed,Release of retention after a 12-month defects period was found to be compatible with a statutory 5-year warranty period.,Link*,https://jusmundi.com/en/document/publication/en-final-award-in-case-15789
39,2010,Mersing Construction & Engineering Sdn Bhd v Kejuruteraan Bintai Kin denko Sdn Bhd,"High Court, Malaysia",Not specified,The court considered clause 20.4 and 20.6 and the meaning of the word 'dispute'. The Contract did not incorporate the arbitration clause in its conditions as only the Appendix to the Contract was produced in evidence. This Appendix only referred to DAB and not to arbitration. Held: There was no agreement to arbitrate as clause 20.4 only referred to the DAB. The court could not make a decision based on a conjecture or whether it was the parties' intention that the whole provision on resolving disputes be based on the FIDIC Conditions. There was no provision for Clause 20 to apply and the only reference to FIDIC was a clause providing that the procedure for the DAB be in accordance with FIDIC.,Link,https://www.jcw.com.my/assets/articles/Mersing Construction & Engineering SB v Kejuruteraan Bintai Kindenko SB %5b2011%5d 3 MLJ 264.pdf
39,2010,PT Perusahaan Gas Negara (Persero) TBK v CRW Joint Operation,"High Court, Singapore","1999 Red, Red 4th ed (Year not specified), 2008 Gold",Persero 1 - DAB enforcement - High Court set aside a final ICC award enforcing a binding but not final DAB decision on the basis that the failure to pay did not go to the DAB prior to arbitration. [2010] SGHC 202,Link*,https://jusmundi.com/en/document/decision/en-crw-joint-operation-v-pt-perusahaan-gas-negara-persero-tbk-judgment-of-the-high-court-of-singapore-tuesday-20th-july-2010#decision_14464
39,2010,Cybarco PLC v Cyprus (Case Nos. 543/2008 and 544/2008),"Supreme Court, Cyprus",1999 Red,The case concerned contradicting terms between the letter of tender under which the contractor was responsible for payment of stamp duty and the clause 1.6 of the contract where the employer is responsible.,Link,http://www.cylaw.org/cgi-bin/open.pl?file=apofaseis/aad/meros_4/2010/4-201007-543-08ka.htm&qstring=fidic
39,2010,ICC Procedural Order of July 2010 in Case No. 15956,City in Eastern Europe,1999 Red,"Procedural order. Request by Claimant for interim measure namely the suspension, until the ultimate determination of the dispute on the merits, of points in the Partial Award rendered by the same tribunal for (1) the return of performance security to Respondent, and (2) the payment of the sum established by the DAB to Respondent. The tribunal considered whether the relief sought was urgent in order to avoid serious and irreparable harm to Claimant and found that it was not. Request denied.",Link*,https://jusmundi.com/en/document/publication/en-procedural-order-of-july-2010-in-icc-case-15956-extract
40,2010,State Of West Bengal vs Afcons Infrastructure Ltd,"High Court, Calcutta",1987 Red 4th ed,Application to the High Court of Calcutta pursuant to section 34 of the Indian Arbitration and Conciliation Act 1996 for the setting aside of an arbitral award. Requirement in section 28(3) of that Act for the arbitral tribunal to decide in accordance with the terms of the contract and in section 31(3) of that Act for arbitral tribunal to give reasons for its award. Failure by the arbitral tribunal to give reasons. Award set aside. State of West Bengal v Afcons Interrelated Case 1 of 4 – Decision 07/07/2010 re Tender Notice S-10.,Link,http://indiankanoon.org/doc/21359031/
40,2010,Russian case - 3,"Court of Appeal, Russia",Not specified,"There was a dispute between the Contractor and the Sub-contractor regarding the sums due to the Sub-contractor. The Sub-contractor argued that by signing forms KS-2 and KS-3 (which are accounting forms used in construction in Russia), the Contractor had accepted the works. The Contractor, however, argued that the sums due to the Sub-contractor had to be reduced because the additional works were not agreed to and liquidated damages were allegedly owed to the Contractor. The Court decided that the time for completion was not stated in the contract as required by Russian law which provides that time for completion must either be specified by a calendar date or through an inevitable event. As a result there was no contract formed between the parties and the Contractor had to pay the Sub-contractor and return the retention money. However, the amount of interest claimed by the Sub-contractor was reduced by the Court as there was no basis for claiming such interest in Russian law. (Lucas Klee, International Construction Contract Law, pp 186-189, Claims in the St Petersburg flood protection barrier construction by Aleksei Kuzmin)",Link,http://kad.arbitr.ru/PdfDocument/0e0c76e5-25dd-4647-b5c0-a86ae6912df7/A40-146012-2009_20100615_Postanovlenie apelljacionnoj instancii.pdf
40,2010,"ATA Construction, Industrial & Trading Company v Hashemite Kingdom of Jordan (18 May 2010)",ICSID Jordan,1987 Red 4th ed,An ICSID arbitration concerning the validity of the annulment by Jordanian court of an Arbitral Award rendered in favour of the Claimant.,Link,http://www.italaw.com/sites/default/files/case-documents/ita0043.pdf
40,2010,Russian case - 2,"Court of Cassation, Russia",1999 Red,"(Please refer to Russian Case - 1) The Employer claimed damages as a result of alleged defects and delay in completion of the works caused by the Contractor and refused to pay the Contractor. The Court rejected the Employer's claim and held that as a requirement of Russian law, damages must be proven with substantial evidence and the pre-estimate of damages as mentioned in FIDIC (Russian Translation) is likely to be a penalty and not recognised by Russian law.(Lucas Klee, International Construction Contract Law, pp 186-189, Claims in the St Petersburg flood protection barrier construction by Aleksei Kuzmin)",Link,http://kad.arbitr.ru/PdfDocument/c9734cb8-40e0-4c1f-93f3-31788e171275/A40-76547-2009_20100318_Reshenija i postanovlenija.pdf
40,2010,National Highways Authority of India v Unitech-NCC Joint Venture (8 March 2010),"High Court of Delhi, India",Not specified,"In considering an Arbitral Tribunal's award under Section 34 of the Arbitration & Conciliation Act of India 1996, the High Court of Delhi found that a sub-clause, which allowed the Engineer to correct ambiguities or errors if the Contractor discovered any in the Drawings or other Contract Documents, permitted the Engineer and the Arbitrator to correct a sub-clause that contained an error that resulted in an inconsistency with other contract provisions. Note: This case considers the scope of an amended FIDIC 4th edition Sub-clause 5.2. Therefore, the differences between the FIDIC and the amended sub-clauses may allow for differences in interpretation. See below for appeal.",Link,http://www.liiofindia.org/cgi-bin/disp.pl/in/cases/dl/INDLHC/2010/1313.html?query=FIDIC
40,2010,Russian case - 1,"Court of Supreme Supervision, Russia",1999 Red,"Contractor was granted extension of time as a result of unforeseeable ground conditions that were not identified in the tender documents or the drawings provided by the Employer, as well as delay in the payment by the Employer and suspension of the works. There was no DAB appointed by the parties in this case and the dispute was referred to the court which eventually ruled in favour of the Contractor. (Lucas Klee, International Construction Contract Law, pp 186-189, Claims in the St Petersburg flood protection barrier construction by Aleksei Kuzmin)",Link,http://kad.arbitr.ru/PdfDocument/0ffee186-75cc-41f7-8b02-a51addc027cd/A40-4363-2009_20100115_Opredelenie.pdf
40,2009,National Insurance Property Development v NH International (Caribbean) Limited,"High Court, Trinidad and Tobago",1999 Red,"Three questions posed by the Arbitrator were decided: 1. Contemporary records means in clause 20.1, records produced at the time of the event giving rise to the claim whether by or for the contractor or the employer? 2. Where there are no contemporary records the claim fails? 3. The independent quantity surveyor’s term of reference override the express provisions of the clause 20.1 and permit the contractor to advance its claims without contemporary records? Note: Under sub-clause 20.1 the contractor is obliged to keep records which would enable the engineer to investigate and substantiate the contractor's claims.",Link,http://webopac.ttlawcourts.org/LibraryJud/Judgments/HC/j_jones/2008/cv_08_04998DD21oct2009.pdf
40,2009,National Highways Authority of India v. M/S ITD Cementation India LTD (Formerly M/S Skansk),"High Court of Delhi, India",Not specified,"This is a decision regarding a petition under Section 34 of the Indian Arbitration and Conciliation Act 1996 seeking the setting aside of an arbitral award which related to the rehabilitation of a road in India. The judge reviewed the arbitral tribunal's decisions on each issue, including amounts payable for varied work under Clause 51.1, 51.2, 52.1 and 52.2 of the FIDIC general conditions, payment due on account for a re-design, payment due on account of change in thickness of a layer of carriageway, reimbursement of increase in royalty charges and interest. In summary, the judge found that the arbitral tribunal's decisions on each issue were reasonable and plausible and therefore upheld them (with one exception where the judge ordered a reduced amount payable). Note: Provides guidance on rate of interest.",Link,http://www.liiofindia.org/cgi-bin/disp.pl/in/cases/dl/INDLHC/2009/3050.html?query=FIDIC
40,2009,"Pantechniki S.A. Contractors & Engineers v. Republic of Albania, ICSID Case No. ARB/07/21",ICSID,1992 Red 4th ed,"Severe civil disturbances in Albania in 1987. Contractor's work site was overrun and ransacked by looters. Each of its two contracts contained a provision to the effect that the Albanian Government's Road Directorate accepted the risk of losses due to civil disturbance. Contractor sought USD4.8m. A special commission was created by the Road Directorate to value the claim which it did at USD1.8m. Contractor said it accepted that amount in the interest of good relations. That amount was not paid. Contractor commenced court proceedings in Albania but the Court of Appeal ruled that the relevant contractual provision was a nullity and Contractor abandoned its appeal to the Supreme Court because it believed that it could not get a fair disposition of its claim there. In 2007, Contractor commenced an ICSID arbitration invoking the protection of the Albania-Greece BIT. Tribunal considered legal questions: was there an 'investment'; did Contractor's actions before the Albanian courts foreclose arbitration under the BIT; was there a denial of justice; did Albania violate the duty of full protection and security; or the duty to accord fair and equitable treatment. Tribunal found for Albania; the claim did not fail for lack of inherent validity but faltered because the treaty was unavailable to Contractor in the circumstances.",Link*,https://jusmundi.com/en/document/decision/en-pantechniki-s-a-contractors-engineers-v-republic-of-albania-award-thursday-30th-july-2009
40,2009,National Highways Authority of India v M/S Youone Maharia JV (1 July 2009),"High Court of Delhi, India",1987 Red 4th ed,The High Court of Delhi considered whether the Employer could keep Contractor’s Equipment after termination when such equipment was hired by the Contractor from a third party as opposed to owned by him. The judge held that the third party could approach the Arbitral Tribunal to consider the question. Note: See below for the appeal at National Highways Authority of India v M/S You One Maharia JV (21 September 2010).,Link,http://indiankanoon.org/doc/148424186/
40,2009,"Hutama-RSEA joint Operations, Inc. v. Citra Metro Manila Tollways Corporation","Supreme Court, Manila, Republic of the Philippines",1999 (Colour not specified),"The parties failed to appoint a DAB. Following disputes involving payment of outstanding balance, the Claimant sought to commence arbitration (CIAC Arbitration). The Respondent disputed the jurisdiction of the AT arguing that reference to arbitration was immature because parties failed to comply with sub-clause 20.4. AT rejected the Respondent's argument and ruled that it had jurisdiction. The Respondent appealed, the court held that AT did not have jurisdiction as a result of failure to comply with 20.4. The Claimant appealed, and this time the court held that although reference to DAB is a condition precedent, AT is not barred from assuming jurisdiction over the dispute if 20.4 has not been complied with. The fact that parties incorporated an arbitration clause was sufficient to vest the AT with jurisdiction. This rule applies regardless of whether the parties specifically choose another forum for dispute resolution. NOTE: It was highlighted in the judgement that this is NOT the case wherein the arbitration clause in the construction contract names another forum, not the CIAC, which shall have jurisdiction over the dispute between the parties, rather the said clause requires prior referral of the dispute to DAB.",Link,http://www.chanrobles.com/scdecisions/jurisprudence2009/apr2009/gr_180640_2009.php
40,2008,ICC Interim Award in Case 14431,"Zurich, Switzerland","1999 Red, 1992 Red 4th ed",The Arbitral Tribunal decided that referring a dispute to adjudication is a mandatory step before referring to arbitration. It was also found that submission of an unsigned draft of a formal letter is insufficient to inform intention to invoke the DAB unless the draft is later confirmed to be the final version. The arbitration proceedings were stayed to allow parties to refer their dispute to adjudication.,Link*,https://jusmundi.com/en/document/publication/en-interim-award-in-case-14431-extract
40,2008,Aveng (Africa) Limited v Dlamini (4070 of 7) [2008] SZHC 74 (21 November 2008),"High Court of Swaziland, at Mbabane",Not specified,"This is an application to set aside a default judgment against Aveng (the Contractor) and to prevent the respondents from attaching Aveng's assets without a court order. The overall dispute is not a FIDIC dispute, but the contract underpinning the dispute was a FIDIC contract. Aveng, in a joint venture with a Lebanese company, entered into a FIDIC contract with the then Government of Swaziland (the third respondent and Employer) for the construction of a road. The contract, under clauses 22.1, 22.2, and 22.3, specified that the Employer ""shall indemnify the Contractor against all claims, etc in respect of inter alia, the unavoidable result of the execution and completion of the works"". During the course of the works, the Contractor caused damages by blasting. The first respondent sought damages for this under clauses 22.1, 22.2, and 22.3, and filed a claim against 'Grienaker', a non-existent company, under the incorrect assumption that 'Grienaker' was the Contractor. The correct company was 'Grinaker', which eventually changed its name to 'Aveng'. Because the respondents had sued a non-existent company, 'Grienaker' was not able to provide a defence in court. The respondents therefore obtained default judgment against 'Grienaker', and, assuming that Aveng was the legal successor of 'Grienaker', attempted to attach Aveng's assets based on this. Aveng applied to set aside the default judgment and interdict the respondents from attaching Aveng's assets. Aveng provided evidence of its name changes and argued that the lawsuit against 'Grienaker' should hold no standing, as the lawsuit should have been against Grinaker or subsequently Aveng. Aveng pointed out that the respondents' counsel were informed of their error but proceeded with the attachment regardless. Aveng also objected as the Government of Swaziland should have been involved in the original lawsuit. The court granted the application on grounds that the respondents had made a fundamental error in the company name. The respondents were required to start the lawsuit anew with the correct parties and information.",Link,https://eswatinilii.org/akn/sz/judgment/szhc/2008/74/eng@2008-11-21
41,2008,National Insurance Property Development Company Ltd v NH International (Caribbean)Limited,High Court of Trinidad and Tobago,1999 Red,The Arbitrator had decided that the Contractor was entitled to terminate the contract as the Employer was in breach of sub-clause 2.4 (Financial Arrangements). The Arbitrator had decided that the Employer had not satisfied the evidential threshold required by 2.4 and the fact that the Employer was wealthy was not adequate for the purpose of sub-clause 2.4. The court did not find any error in the finding of the arbitrator and refused to interfere with the award.,Link,http://webopac.ttlawcourts.org/LibraryJud/Judgments/HC/rlee/2008/CV_07_02224DD14Nov08.pdf
41,2008,Firma ELSIDI v Department of Water and Sewage - Civil and Criminal Decisions October 2008,The Supreme Court of the Republic of Albania,1999 Red,Both parties to the contract were Albanian entities. The question was whether arbitration under sub-clause 20.6 was the appropriate forum for resolving the disputes.,Link,http://www.worldlii.org/cgi-bin/sinodisp/al/cases/ALSC/2008/11.html?query=fidic
41,2008,Avenge (Africa) Limited (formerly Grinaker- LTA Limited) and Others v Dube Tradeport (Association Incorporated Under Section 21) and Others,"High Court, Natal, South Africa",1999 Silver,This decision relates to an application to compel the production of documents relating to a bid for the construction and maintenance of the King Shaka International airport. There is only a passing mention of FIDIC contract terms.,Link,http://www.saflii.org/cgi-bin/disp.pl?file=za/cases/ZAKZHC/2008/80.html&query=FIDIC
41,2008,National Highways Authority of India v M/S Afcons Infrastructure Limited,"High Court of Delhi, India",Not specified,"The question was whether it would be the Employer or the Contractor who would be responsible for the cess imposed by the government. The contract between the parties was not based on FIDIC. However, reference was made to FIDIC which allows for, inter alia, reimbursement of increase in the works tax.",Link,http://www.asianlii.org/cgi-bin/disp.pl/in/cases/dl/INDLHC/2008/1813.html?stem=0&synonyms=0&query=fidic
41,2008,Construction Associates (Pty) Ltd v CS Group of Companies (Pty) Ltd,High Court of Swaziland,1999 Red,"Following the Employer's failure to pay the amount certified in the final payment certificate, the Contractor sought summary judgement. The Employer argued that: 1) Parties must refer to arbitration before referring to a court of law, 2) The Contractor has been overpaid and has overcharged the Employer in respect of BoQs, and 3) the quality of the workmanship of the Contractor was poor. The court held that: the Architect/Engineer was the agent of the Employer when issuing the certificates and the Employer would be bound by the acts of his agent, 2) the Employer cannot dispute the validity of a payment certificate merely because it has been given negligently or the Architect/Engineer used his discretion wrongly, 3) there was no ""dispute"" between the parties, therefore parties were not obliged to refer to arbitration prior to the court, 4) the works were inspected prior to the issue of IPCs, therefore there was no overcharging, and 5) the defect in the workmanship was not identified. The court referred to the FIDIC guidance on BoQ where it is stated that the object of BoQ is to provide a basis assisting with the fixing of prices for varied or additional work. The court also considered whether the obligation to pay the amount in the payment certificate was a binding obligation.",Link,https://eswatinilii.org/akn/sz/judgment/szhc/2008/128/eng@2008-06-13
41,2008,Braes of Doune Wind Farm (Scotland) Ltd v Alfred McAlpine Business Services Ltd,"Technology and Construction Court, England and Wales",1999 Silver,"The Court was asked to consider enforceability of clauses in an Engineering, Procurement and Construction Contract which provided for liquidated damages for delay. The Claimant (Employer) and Respondent (Contractor) had contracted for the construction of 36 wind turbine generators in Stirling in Scotland. The Claimant contended that the juridical seat of the arbitrator was England whereas the Respondent contended it was Scotland. The Claimant sought leave to appeal an award made by an arbitrator whilst the Respondent sought a declaration that the Court in England and Wales did not have jurisdiction to grant the Claimant’s application and to enforce the award as made.",Link,http://www.bailii.org/ew/cases/EWHC/TCC/2008/426.html
41,2008,Biffa Waste Services Ltd & Anor v Maschinenfabrik Ernst Hese GmbH & Ors,"Technology and Construction Court, England and Wales",1999 Red,"Note: The Contract in dispute is not a FIDIC contract but provides useful guidance on the phrase “which sum shall be the only monies due from the Contractor for such Default"".",Link,http://www.bailii.org/ew/cases/EWHC/TCC/2008/6.html
41,2007,General Earthmovers Limited v Estate Management And Business Development Company,"High Court, Trinidad and Tobago",1999 (Colour not specified),Application to set aside a default judgement re non-payment of 2 IPCs. Judgement was set aside because there was a realistic prospect of success and that the dispute should have been referred to the DAB under clause 20.,Link,http://www.worldlii.org/cgi-bin/sinodisp/tt/cases/TTHC/2007/50.html?query=FIDIC
41,2007,Dubai Court of Cassation Case No. 140/2007,Dubai Court of Cassation,Not specified,Conditions precedent to arbitration mandatory.,Link*,http://arbitrationblog.practicallaw.com/article-19-of-the-uae-federal-arbitration-law-a-first-test/
41,2007,"Kalyan Constructions v Kayson Constructions Company, 31 August 2007",Andhra Pradesh High Court,Red Conditions of Subcontract (Year not specified),Subcontract for the widening and strengthening of a road. Nominated subcontractor for 50% of the works. Application seeking the appointment of an arbitrator in substitution of an earlier arbitrator appointment which was terminated Whether the arbitration agreement was for an 'international commercial arbitration'. Whether the court had the necessary jurisdiction. Consideration of the Aribtration and Conciliation Action 1996. The court found that it did not have jurisdiction to appoint the arbitrator and the application was dismissed,Link*,https://www.casemine.com/judgement/in/56ea75ba607dba369a6ef57d?query=fidic+contract
41,2007,National Highways Authority v Som Datt Builders,"High Court of Delhi, India",Red 4th ed (Year not specified),The issue was whether the material exceeding the Bo should be paid at contract rates or at a newly negotiated rate.,Link,https://indiankanoon.org/doc/1059962/
41,2007,Nivani Ltd v China Jiangsu International (PNG) Ltd,"National Court, Papua New Guinea",Not specified,"Note: Although the dispute is over a sub-contract, reference was made to variations under the main contract.",Link,http://www.worldlii.org/cgi-bin/sinodisp/paclii/pg/cases/PGNC/2007/46.html?query=FIDIC
41,2007,Mirant Asia-Pacific Construction (Hong Kong) Ltd v Ove Arup and Partners International Ltd & Anor [2007] EWHC 918 (TCC) (20 April 2007),"In the High Court of Justice Queens Bench Division, Technology and Construction Court",Not specified,"Dispute over damages caused by defective boiler foundations at a power station claimed by the Contractor against the Engineer. The court rejected all claims, except for the cost of remedial works of the Unit 1 Boiler foundations. The key consideration was the critical path analysis (court provide useful guidance on the use of cpa on construction projects), and whether the boiler foundations were on the critical path. This was a long running case. Other decisions in the case appear elsewhere in this table. The judgment here related to the level of damages.",Link,https://www.bailii.org/ew/cases/EWHC/TCC/2007/918.html
41,2007,Knowman Enterprises Ltd v China Jiangsu International Botswana,"High Court, Republic of Botswana",1987 Red 4th ed,"The Sub-contractor was not granted an injunction against termination of a Sub-contract with the Main Contractor on the grounds that, contrary to the Sub-contractor's argument, it was not a nominated Sub-contractor whose termination would lie within the power of the Employer (meaning that the power to terminate remained on the Main Contractor). Judge also found that the Sub-contractor had other remedies available such as requesting an order compelling the Main Contractor to pay, requesting the nullification of the documents or to sue for the value of the works done so far.",Link,http://www.saflii.org/cgi-bin/disp.pl?file=bw/cases/BWHC/2007/214.html&query=28%20February%202007
41,2007,Ahmedabad Vadodara v Income Tax officer,"The income tax appellate tribunal, New Delhi, India",Red 4th ed (Year not specified),"Although mainly about tax, this case provides brief guidance regarding contractor's obligation after the project is fully operational. The court in this case decided that the contractor's obligation extended to a period even after the project is fully operational.",Link,https://indiankanoon.org/doc/107288896/
41,2006,620 Collins Street Pty Ltd v Abigroup Contractors Pty Ltd,"Supreme Court, Victoria, Australia",Not specified,Note: The contract in dispute is not a FIDIC Contract. FIDIC was used as an example of extension of time.,Link,http://www.austlii.edu.au/cgi-bin/sinodisp/au/cases/vic/VSC/2006/491.html?stem=0&synonyms=0&query=FIDIC
41,2006,ICC Procedural Order of September 2006 in ICC Case 14079,"Zurich, Switzerland",Not specified,Note: FIDIC was the adjudicator appointing authority.,Link*,https://jusmundi.com/en/document/publication/en-procedural-order-of-september-2006-in-icc-case-14079-extract
42,2006,ICC Partial Award in Case 13258,"Geneva, Switzerland",1987 Red 4th ed,"The Arbitral Tribunal was asked to determine whether (1a) a variation omitting work gave rise to a breach of contract; and (1b) whether that was a fundamental breach amounting to repudiation or giving the Contractor a right of rescission. It held that (1a) the variation was a breach of contract because it limited the Engineer's authority to omit works if the works are omitted from the contract but are not intended to be omitted from the project (i.e., because they are intended to be built by the Employer himself or another contractor). However, the AT also held that (1b) the breach only gave rise to a claim for damages. The second question was whether (2) the Employer's breach of an express duty to arrange works with other contractors other than the contracted Works, (e.g., when the project is divided in lots, or an implied duty thereto), gives rise to a fundamental breach of a fundamental term of the contract. The test for fundamental breach in the country relied on conduct being such as would cause a reasonable person to conclude that the party did not intend to or was unable to fulfil its contract. The test for England relied on whether the party was deprived of a substantial part of the benefit of the contract. The tribunal held that neither the terms nor the breach were fundamental.",Link*,https://jusmundi.com/en/document/publication/en-partial-award-in-case-13258-extract
42,2006,ICC Final Award in Case 12654,An Eastern European Capital,1987 Red 4th ed,"The Arbitral Tribunal addressed costs following alleged failure by a state employer to expropriate and evacuate land for the construction of a highway, whether war-related events constituted a ""special risk"" under clause 65.2 and whether the claimant contractor should be compensated under clause 65.5 for increased costs arising from these events, and finally whether certain taxes and excises should be reimbursed",Link*,https://jusmundi.com/en/document/publication/en-final-award-in-case-12654-extract
42,2006,You One Engineering v National Highways Authority,The Supreme Court of India,Red 4th ed (Year not specified),"Following the allegedly wrongful termination of the Contract, the Employer commenced arbitration proceedings under the amended clause 67.3 of the contract. The appointed arbitrators failed to agree on the presiding arbitrator.",Link,https://indiankanoon.org/doc/1584118/
42,2006,Attorney General for Jamaica v Construction Developers Associated Ltd,"Supreme Court, Jamaica",1987 Red 4th ed,"Concerning the conflict between a FIDIC arbitration clause and a bespoke contractual arbitration clause, of which there were two competing versions, set out in separate documents but which formed part of the same agreement. The agreement provided that in the case of “ambiguities or discrepancies” precedence was to be given to the bespoke provisions. The FIDIC condition provided for an ICC arbitration whereas the first version of the bespoke provision permitted, by agreement between the parties, arbitration to be conducted in a manner set out in an in accordance with the Arbitration Act of Jamaica. The second version of the bespoke provision removed reference to the ICC Arbitration or to agreement as between the parties and stipulated that “[a]arbitration shall be conducted in a manner set out in, and in accordance with the Arbitration Act of Jamaica”.",Link,http://www.supremecourt.gov.jm/content/attorney-general-jamaica-v-construction-developers-associates-ltd
42,2006,ICC Final Award in Case 10951,"Bern, Switzerland",1994 Red Conditions of Subcontract,"Case about wrongful termination for default under FIDIC Subcontract 1994. Held that although subcontractor was liable for delay, defects and other breaches, they were not enough to justify termination.",Link*,https://jusmundi.com/en/document/publication/en-final-award-in-case-10951-extract
42,2005,Ove Arup & Partners International Ltd & ANR v Mirant Asia-Pacific Construction (Hong Kong) Ltd & ANR,"Court of Appeal, England & Wales",1991 White 2nd ed,Note: Dispute over breach of ground investigation agreement which incorporated the FIDIC terms.,Link,http://www.nadr.co.uk/articles/published/ConstructionLawRep/Ove Arup v Mirant 2005.pdf
42,2005,Hindustan Construction Co Ltd v Satluj Jal Vidyut Nigam Ltd,"High Court of Delhi, India",Red 4th ed (Year not specified),The Contractor had to furnish one performance and 17 retention money guarantees. The guarantees were to be returned to the Contractor 12 months after completion. The Employer arbitrarily and illegally and without giving any notice to the Contractor invoked all guarantees.,Link,https://indiankanoon.org/doc/90468/
42,2005,Bayindir v Pakistan (Decision on Jurisdiction),ICSID,1987 Red 4th ed,"The judgement contains the decision on AT's jurisdiction. It was considered, inter alia, whether the Claimant's Treaty Claims in reality Contract Claims, whether the Treaty Claims were sufficiently substantiated for jurisdictional purposes, and whether the tribunal should have stayed the proceedings.",Link*,https://www.italaw.com/cases/131
42,2005,State of Orissa and Ors v Larsen and Toubro Ltd,Orissa High Court,Red 4th ed (Year not specified),"The Respondent Contractor was granted extension of time in return for an undertaking that it would not claim any compensation. After completion, the Respondent issued a notice claiming compensation on the grounds that the appellants had failed to comply with their obligations and alleging that the drawings and the survey results were incorrect. The parties referred to arbitration under clause 67.3. The award issued by the arbitrator which awarded sums to the Respondent was challenged on the grounds that the Respondent had given an undertaking not to claim compensation. Also, arguing that the amounts awarded by the arbitrator for additional work was covered by Clause 53.1, 53.2 and 53.3 for which the contractor failed to issue a 28 days' notice.",Link,https://indiankanoon.org/doc/736475/
42,2005,Lesotho Highlands Development Authority v Impregilo SpA and others,"House of Lords, United Kingdom",1987 Red 4th ed,The erroneous exercise of an available power cannot by itself amount to an excess of power. A mere error of law will not amount to an excess of power under section 68(2)(b).,Link,http://www.bailii.org/cgi-bin/markup.cgi?doc=/uk/cases/UKHL/2005/43.html&query=FIDIC&method=boolean
42,2004,ICC Final Award in Case 12048,A West African Capital,1987 Red 4th ed,"Governing law was that of a West African state. Re Clause 52.3 for a Contract Price adjustment where additions and deductions taken together exceed 15% of the Effective Contract Price, construing the Clause, the arbitral tribunal held that when the actual quantities resulting are less than the original estimate, the purpose is to compensate the Contractor for under-recovery of overhead. The Contractor must however demonstrate that it was prevented from recovering the jobsite and general overhead costs included in the BOQ due to the decrease in actual quantities of work performed Re entitlement to interest for the “pre-judgment” period on sums not certified by the Engineer, both the Contract and applicable law are relevant. The tribunal’s discretionary powers to award pre-judgment interest were equivalent to those of the courts. Under Clause 67.3, the tribunal could re-open the Engineer’s certificates and include interest. The rate of interest on unpaid certified sums in the Contract was also appropriate to such a claim. Note: See First and Second Partial Awards above",Link*,https://jusmundi.com/en/document/publication/en-final-award-in-case-12048-extract
